preprocess_step,rank,cv_score,feature_selector,selected_features,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,train_accuracy,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_balanced_precision,train_balanced_recall,train_balanced_specificity,train_accuracy_excelente,train_precision_excelente,train_recall_excelente,train_specificity_excelente,train_accuracy_muito_bom,train_precision_muito_bom,train_recall_muito_bom,train_specificity_muito_bom,model_file
SG_1D+MeanCentering,11,0.6683760683760684,lasso,410,350,14,12,2,0.20012986522033047,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20012986522033047_bootstrap-False_rank-011.joblib
SG_1D+MeanCentering,12,0.6641025641025642,lasso,410,350,14,14,1,0.20299438334237963,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-14_min_samples_leaf-1_max_features-0.20299438334237963_bootstrap-False_rank-012.joblib
SG_1D+MeanCentering,13,0.6641025641025642,lasso,410,350,14,12,2,0.29989486407447924,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.29989486407447924_bootstrap-False_rank-013.joblib
SG_1D+MeanCentering,14,0.6628205128205129,lasso,410,350,14,10,2,0.23130444519790205,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-2_max_features-0.23130444519790205_bootstrap-False_rank-014.joblib
SG_1D+MeanCentering,15,0.6628205128205128,lasso,410,350,14,11,2,0.21236173745897544,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-2_max_features-0.21236173745897544_bootstrap-False_rank-015.joblib
SG_1D+MeanCentering,16,0.6615384615384616,lasso,410,350,14,12,1,0.2147582334668411,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2147582334668411_bootstrap-False_rank-016.joblib
SG_1D+MeanCentering,17,0.6606837606837607,lasso,410,350,14,16,2,0.2719029644099984,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-16_min_samples_leaf-2_max_features-0.2719029644099984_bootstrap-False_rank-017.joblib
SG_1D+MeanCentering,18,0.6602564102564104,lasso,410,350,14,12,2,0.20241305453672634,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20241305453672634_bootstrap-False_rank-018.joblib
SG_1D+MeanCentering,19,0.6602564102564102,lasso,410,350,14,12,1,0.21833050979812393,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.21833050979812393_bootstrap-False_rank-019.joblib
SG_1D+MeanCentering,20,0.6602564102564102,lasso,410,350,14,12,2,0.20346512802135,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20346512802135_bootstrap-False_rank-020.joblib
SG_1D+MeanCentering,21,0.6602564102564102,lasso,410,400,14,12,2,0.2331704025257313,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.2331704025257313_bootstrap-False_rank-021.joblib
SG_1D+MeanCentering,22,0.6589743589743591,lasso,410,350,14,12,2,0.2801581046398238,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.2801581046398238_bootstrap-False_rank-022.joblib
SG_1D+MeanCentering,23,0.6585470085470085,lasso,410,350,14,11,1,0.2073795073961339,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.2073795073961339_bootstrap-False_rank-023.joblib
SG_1D+MeanCentering,24,0.6576923076923077,lasso,410,400,14,12,2,0.20431762744116377,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20431762744116377_bootstrap-False_rank-024.joblib
SG_1D+MeanCentering,25,0.6572649572649574,lasso,410,350,14,12,1,0.2915383544131025,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2915383544131025_bootstrap-False_rank-025.joblib
SG_1D+MeanCentering,26,0.6517094017094017,lasso,410,350,14,12,2,0.21051953815058805,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.21051953815058805_bootstrap-False_rank-026.joblib
SG_1D+MeanCentering,27,0.6514844804318488,lasso,410,350,14,12,2,0.2714773609541786,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.2714773609541786_bootstrap-False_rank-027.joblib
SG_1D+MeanCentering,28,0.6496626180836707,lasso,410,350,14,12,2,0.20878140021790165,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20878140021790165_bootstrap-False_rank-028.joblib
SG_1D+MeanCentering,29,0.6495726495726496,lasso,410,350,14,12,2,0.2748771183010442,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.2748771183010442_bootstrap-False_rank-029.joblib
SG_1D+MeanCentering,30,0.6487179487179487,lasso,410,400,14,10,1,0.23173397553727698,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.23173397553727698_bootstrap-False_rank-030.joblib
SG_1D+MeanCentering,31,0.6474358974358975,lasso,410,350,14,12,2,0.3002723775256114,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.3002723775256114_bootstrap-False_rank-031.joblib
SG_1D+MeanCentering,32,0.6465811965811966,lasso,410,350,15,13,2,0.2142509391336913,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-13_min_samples_leaf-2_max_features-0.2142509391336913_bootstrap-False_rank-032.joblib
SG_1D+MeanCentering,33,0.6461538461538462,lasso,410,350,14,12,1,0.2142628751588756,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2142628751588756_bootstrap-False_rank-033.joblib
SG_1D+MeanCentering,34,0.6461538461538462,lasso,410,350,14,11,1,0.20543287253281942,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.20543287253281942_bootstrap-False_rank-034.joblib
SG_1D+MeanCentering,35,0.6461538461538462,lasso,410,350,14,11,2,0.21379357926579493,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-2_max_features-0.21379357926579493_bootstrap-False_rank-035.joblib
SG_1D+MeanCentering,36,0.6461538461538462,lasso,410,350,14,11,1,0.2961889889303653,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.2961889889303653_bootstrap-False_rank-036.joblib
SG_1D+MeanCentering,37,0.6461538461538461,lasso,410,350,14,12,2,0.20827089436501278,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20827089436501278_bootstrap-False_rank-037.joblib
SG_1D+MeanCentering,38,0.6448717948717949,lasso,410,350,14,14,1,0.2027719612667258,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-14_min_samples_leaf-1_max_features-0.2027719612667258_bootstrap-False_rank-038.joblib
SG_1D+MeanCentering,39,0.6448717948717949,lasso,410,350,14,12,2,0.28403360118436755,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.28403360118436755_bootstrap-False_rank-039.joblib
SG_1D+MeanCentering,40,0.6448717948717949,lasso,410,350,14,12,2,0.20245496076537303,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20245496076537303_bootstrap-False_rank-040.joblib
SG_1D+MeanCentering,41,0.6448717948717948,lasso,410,350,14,12,1,0.23858440516199592,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.23858440516199592_bootstrap-False_rank-041.joblib
SG_1D+MeanCentering,42,0.6448717948717948,lasso,410,350,14,12,2,0.20759503615127783,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20759503615127783_bootstrap-False_rank-042.joblib
SG_1D+MeanCentering,43,0.6440170940170941,lasso,410,350,14,14,1,0.20214050651350568,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-14_min_samples_leaf-1_max_features-0.20214050651350568_bootstrap-False_rank-043.joblib
SG_1D+MeanCentering,44,0.6435897435897436,lasso,410,350,14,12,2,0.26063634806856345,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.26063634806856345_bootstrap-False_rank-044.joblib
SG_1D+MeanCentering,45,0.6435897435897436,lasso,410,350,14,12,2,0.20712528304810685,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-2_max_features-0.20712528304810685_bootstrap-False_rank-045.joblib
SG_1D+MeanCentering,46,0.6435897435897435,lasso,410,350,14,12,1,0.2068620049563913,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2068620049563913_bootstrap-False_rank-046.joblib
SG_1D+MeanCentering,47,0.6435897435897435,lasso,410,400,14,13,2,0.20511461204204504,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-13_min_samples_leaf-2_max_features-0.20511461204204504_bootstrap-False_rank-047.joblib
SG_1D+MeanCentering,48,0.6435897435897435,lasso,410,350,14,11,1,0.2499858382738878,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.2499858382738878_bootstrap-False_rank-048.joblib
SG_1D+MeanCentering,49,0.6435897435897435,lasso,410,350,14,12,1,0.2069495463930094,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2069495463930094_bootstrap-False_rank-049.joblib
SG_1D+MeanCentering,50,0.6423076923076924,lasso,410,350,14,12,1,0.21879251958035875,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.21879251958035875_bootstrap-False_rank-050.joblib
