preprocess_step,rank,cv_score,feature_selector,selected_features,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,train_accuracy,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_balanced_precision,train_balanced_recall,train_balanced_specificity,train_accuracy_excelente,train_precision_excelente,train_recall_excelente,train_specificity_excelente,train_accuracy_muito_bom,train_precision_muito_bom,train_recall_muito_bom,train_specificity_muito_bom,model_file
SG_1D+MeanCentering,11,0.6614709851551958,lasso,410,400,14,11,1,0.33380382960114907,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.33380382960114907_bootstrap-False_rank-011.joblib
SG_1D+MeanCentering,12,0.6589743589743591,lasso,410,400,15,11,1,0.29424644017335405,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.29424644017335405_bootstrap-False_rank-012.joblib
SG_1D+MeanCentering,13,0.6558029689608638,lasso,410,400,15,11,1,0.21158072107734827,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.21158072107734827_bootstrap-False_rank-013.joblib
SG_1D+MeanCentering,14,0.6547008547008547,lasso,410,350,14,10,1,0.28041103869696166,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.28041103869696166_bootstrap-False_rank-014.joblib
SG_1D+MeanCentering,15,0.652991452991453,lasso,410,400,15,13,1,0.21395828964541405,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-13_min_samples_leaf-1_max_features-0.21395828964541405_bootstrap-False_rank-015.joblib
SG_1D+MeanCentering,16,0.6508547008547009,lasso,410,400,15,11,1,0.2117303628355748,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2117303628355748_bootstrap-False_rank-016.joblib
SG_1D+MeanCentering,17,0.65,lasso,410,450,15,11,1,0.20510944028862196,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20510944028862196_bootstrap-False_rank-017.joblib
SG_1D+MeanCentering,18,0.6487179487179487,lasso,410,400,15,11,1,0.20302064642251577,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20302064642251577_bootstrap-False_rank-018.joblib
SG_1D+MeanCentering,19,0.6487179487179487,lasso,410,400,14,11,2,0.2223696799681492,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-11_min_samples_leaf-2_max_features-0.2223696799681492_bootstrap-False_rank-019.joblib
SG_1D+MeanCentering,20,0.6487179487179487,lasso,410,400,15,11,1,0.30334669220408045,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.30334669220408045_bootstrap-False_rank-020.joblib
SG_1D+MeanCentering,21,0.6461538461538462,lasso,410,400,15,11,1,0.21048021991943217,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.21048021991943217_bootstrap-False_rank-021.joblib
SG_1D+MeanCentering,22,0.6461538461538462,lasso,410,400,15,11,1,0.2978853327427759,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2978853327427759_bootstrap-False_rank-022.joblib
SG_1D+MeanCentering,23,0.6461538461538462,lasso,410,400,15,11,1,0.30194765732399365,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.30194765732399365_bootstrap-False_rank-023.joblib
SG_1D+MeanCentering,24,0.6448717948717949,lasso,410,400,15,11,1,0.20914162149286677,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20914162149286677_bootstrap-False_rank-024.joblib
SG_1D+MeanCentering,25,0.6448717948717949,lasso,410,400,15,11,1,0.3152623495816768,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.3152623495816768_bootstrap-False_rank-025.joblib
SG_1D+MeanCentering,26,0.6448717948717949,lasso,410,350,15,12,1,0.3091013949866638,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-12_min_samples_leaf-1_max_features-0.3091013949866638_bootstrap-False_rank-026.joblib
SG_1D+MeanCentering,27,0.6448717948717948,lasso,410,400,15,10,1,0.21772133439629127,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.21772133439629127_bootstrap-False_rank-027.joblib
SG_1D+MeanCentering,28,0.6435897435897436,lasso,410,400,15,10,1,0.2063788070401568,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.2063788070401568_bootstrap-False_rank-028.joblib
SG_1D+MeanCentering,29,0.6435897435897436,lasso,410,400,15,10,1,0.22403872605989156,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.22403872605989156_bootstrap-False_rank-029.joblib
SG_1D+MeanCentering,30,0.6435897435897436,lasso,410,400,14,11,1,0.3132028581624801,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.3132028581624801_bootstrap-False_rank-030.joblib
SG_1D+MeanCentering,31,0.6423076923076924,lasso,410,400,15,11,1,0.2131561515084845,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2131561515084845_bootstrap-False_rank-031.joblib
SG_1D+MeanCentering,32,0.6423076923076924,lasso,410,400,14,11,1,0.2887923250490061,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.2887923250490061_bootstrap-False_rank-032.joblib
SG_1D+MeanCentering,33,0.6420827710301394,lasso,410,400,15,13,1,0.21715465926889746,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-13_min_samples_leaf-1_max_features-0.21715465926889746_bootstrap-False_rank-033.joblib
SG_1D+MeanCentering,34,0.6410256410256411,lasso,410,400,15,11,1,0.20602760932414446,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20602760932414446_bootstrap-False_rank-034.joblib
SG_1D+MeanCentering,35,0.641025641025641,lasso,410,400,15,11,1,0.20359831367654574,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20359831367654574_bootstrap-False_rank-035.joblib
SG_1D+MeanCentering,36,0.6399460188933873,lasso,410,400,15,10,1,0.2101911749559703,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.2101911749559703_bootstrap-False_rank-036.joblib
SG_1D+MeanCentering,37,0.6397435897435897,lasso,410,350,15,11,1,0.21069049409783275,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.21069049409783275_bootstrap-False_rank-037.joblib
SG_1D+MeanCentering,38,0.639136302294197,lasso,410,400,15,13,1,0.28318971582771735,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-13_min_samples_leaf-1_max_features-0.28318971582771735_bootstrap-False_rank-038.joblib
SG_1D+MeanCentering,39,0.6376068376068376,lasso,410,450,15,10,1,0.2052342795161079,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.2052342795161079_bootstrap-False_rank-039.joblib
SG_1D+MeanCentering,40,0.6371794871794872,lasso,410,400,14,12,1,0.2234078092715844,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.2234078092715844_bootstrap-False_rank-040.joblib
SG_1D+MeanCentering,41,0.635897435897436,lasso,410,350,14,11,1,0.22528358845109003,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.22528358845109003_bootstrap-False_rank-041.joblib
SG_1D+MeanCentering,42,0.6349752586594691,lasso,410,400,15,14,1,0.20010729717108888,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-14_min_samples_leaf-1_max_features-0.20010729717108888_bootstrap-False_rank-042.joblib
SG_1D+MeanCentering,43,0.6346153846153847,lasso,410,350,15,10,1,0.28659105212667446,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.28659105212667446_bootstrap-False_rank-043.joblib
SG_1D+MeanCentering,44,0.6333333333333334,lasso,410,400,15,10,1,0.20835448551221053,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.20835448551221053_bootstrap-False_rank-044.joblib
SG_1D+MeanCentering,45,0.6333333333333333,lasso,410,400,15,10,1,0.22020197278547018,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.22020197278547018_bootstrap-False_rank-045.joblib
SG_1D+MeanCentering,46,0.632995951417004,lasso,410,400,14,11,1,0.21172673482105203,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.21172673482105203_bootstrap-False_rank-046.joblib
SG_1D+MeanCentering,47,0.632838506522717,lasso,410,400,15,11,1,0.30163319410609274,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.30163319410609274_bootstrap-False_rank-047.joblib
SG_1D+MeanCentering,48,0.6320512820512821,lasso,410,400,15,10,1,0.2163089716429879,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.2163089716429879_bootstrap-False_rank-048.joblib
SG_1D+MeanCentering,49,0.6320512820512821,lasso,410,400,15,11,1,0.2984203017818168,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2984203017818168_bootstrap-False_rank-049.joblib
SG_1D+MeanCentering,50,0.632051282051282,lasso,410,400,15,11,1,0.20231762374656104,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.20231762374656104_bootstrap-False_rank-050.joblib
