preprocess_step,rank,cv_score,feature_selector,selected_features,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,bootstrap,train_accuracy,train_precision,train_recall,train_specificity,train_balanced_accuracy,train_balanced_precision,train_balanced_recall,train_balanced_specificity,train_accuracy_excelente,train_precision_excelente,train_recall_excelente,train_specificity_excelente,train_accuracy_muito_bom,train_precision_muito_bom,train_recall_muito_bom,train_specificity_muito_bom,model_file
SG_1D+MeanCentering,16,0.6615384615384615,lasso,412,350,14,11,1,0.27153095734390226,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.27153095734390226_bootstrap-False_rank-016.joblib
SG_1D+MeanCentering,17,0.6615384615384615,lasso,412,350,15,10,2,0.2248999126422778,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-2_max_features-0.2248999126422778_bootstrap-False_rank-017.joblib
SG_1D+MeanCentering,18,0.6615384615384615,lasso,412,450,15,11,1,0.272389977098228,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.272389977098228_bootstrap-False_rank-018.joblib
SG_1D+MeanCentering,19,0.6602564102564102,lasso,412,350,15,10,1,0.3182443472771413,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.3182443472771413_bootstrap-False_rank-019.joblib
SG_1D+MeanCentering,20,0.6602564102564102,lasso,412,400,15,10,1,0.204036017679919,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.204036017679919_bootstrap-False_rank-020.joblib
SG_1D+MeanCentering,21,0.6601889338731445,lasso,412,350,14,11,1,0.3126331123143408,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.3126331123143408_bootstrap-False_rank-021.joblib
SG_1D+MeanCentering,22,0.6589743589743591,lasso,412,400,14,10,1,0.20445141597691105,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.20445141597691105_bootstrap-False_rank-022.joblib
SG_1D+MeanCentering,23,0.6589068825910931,lasso,412,400,15,10,1,0.20983926848902762,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.20983926848902762_bootstrap-False_rank-023.joblib
SG_1D+MeanCentering,24,0.6580971659919028,lasso,412,400,14,10,1,0.2868804360840494,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.2868804360840494_bootstrap-False_rank-024.joblib
SG_1D+MeanCentering,25,0.6576923076923078,lasso,412,400,15,10,1,0.21190645725319196,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.21190645725319196_bootstrap-False_rank-025.joblib
SG_1D+MeanCentering,26,0.6576923076923076,lasso,412,450,15,11,1,0.2743999924665784,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2743999924665784_bootstrap-False_rank-026.joblib
SG_1D+MeanCentering,27,0.655982905982906,lasso,412,350,15,10,1,0.21787050616098705,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.21787050616098705_bootstrap-False_rank-027.joblib
SG_1D+MeanCentering,28,0.6547008547008547,lasso,412,350,14,10,1,0.3493261081779525,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.3493261081779525_bootstrap-False_rank-028.joblib
SG_1D+MeanCentering,29,0.6534188034188035,lasso,412,450,15,11,1,0.2737177525560395,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2737177525560395_bootstrap-False_rank-029.joblib
SG_1D+MeanCentering,30,0.652991452991453,lasso,412,350,15,10,1,0.26105297322062976,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.26105297322062976_bootstrap-False_rank-030.joblib
SG_1D+MeanCentering,31,0.6517094017094017,lasso,412,400,15,10,1,0.219900334725122,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.219900334725122_bootstrap-False_rank-031.joblib
SG_1D+MeanCentering,32,0.65,lasso,412,350,14,11,1,0.3150786773087852,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.3150786773087852_bootstrap-False_rank-032.joblib
SG_1D+MeanCentering,33,0.6491452991452992,lasso,412,400,14,10,1,0.20347665904185316,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.20347665904185316_bootstrap-False_rank-033.joblib
SG_1D+MeanCentering,34,0.6487179487179487,lasso,412,400,14,10,1,0.22518474705740324,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.22518474705740324_bootstrap-False_rank-034.joblib
SG_1D+MeanCentering,35,0.6474358974358975,lasso,412,350,14,10,1,0.26814940225185047,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.26814940225185047_bootstrap-False_rank-035.joblib
SG_1D+MeanCentering,36,0.6461538461538462,lasso,412,400,14,17,2,0.24901023263092975,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-14_min_samples_split-17_min_samples_leaf-2_max_features-0.24901023263092975_bootstrap-False_rank-036.joblib
SG_1D+MeanCentering,37,0.6461538461538462,lasso,412,350,14,12,1,0.30977634323870823,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-12_min_samples_leaf-1_max_features-0.30977634323870823_bootstrap-False_rank-037.joblib
SG_1D+MeanCentering,38,0.6461538461538461,lasso,412,350,15,10,1,0.20431310901168007,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.20431310901168007_bootstrap-False_rank-038.joblib
SG_1D+MeanCentering,39,0.6452991452991454,lasso,412,350,15,13,1,0.30906901813589793,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-13_min_samples_leaf-1_max_features-0.30906901813589793_bootstrap-False_rank-039.joblib
SG_1D+MeanCentering,40,0.6448717948717949,lasso,412,350,14,10,1,0.267649888400462,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.267649888400462_bootstrap-False_rank-040.joblib
SG_1D+MeanCentering,41,0.6448717948717948,lasso,412,350,15,10,1,0.22307249637969567,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.22307249637969567_bootstrap-False_rank-041.joblib
SG_1D+MeanCentering,42,0.6439946018893388,lasso,412,350,15,11,1,0.2206619878102124,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.2206619878102124_bootstrap-False_rank-042.joblib
SG_1D+MeanCentering,43,0.6435897435897436,lasso,412,400,15,10,1,0.21247272502530118,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-400_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.21247272502530118_bootstrap-False_rank-043.joblib
SG_1D+MeanCentering,44,0.6435897435897435,lasso,412,350,14,11,1,0.3275979055429106,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-11_min_samples_leaf-1_max_features-0.3275979055429106_bootstrap-False_rank-044.joblib
SG_1D+MeanCentering,45,0.6410256410256411,lasso,412,350,15,11,1,0.32424532144058177,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-11_min_samples_leaf-1_max_features-0.32424532144058177_bootstrap-False_rank-045.joblib
SG_1D+MeanCentering,46,0.6410256410256411,lasso,412,350,14,10,1,0.2505560704565575,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.2505560704565575_bootstrap-False_rank-046.joblib
SG_1D+MeanCentering,47,0.6409581646423751,lasso,412,350,14,13,1,0.3060308007460404,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-13_min_samples_leaf-1_max_features-0.3060308007460404_bootstrap-False_rank-047.joblib
SG_1D+MeanCentering,48,0.6397435897435898,lasso,412,350,14,10,1,0.32188104371872817,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-14_min_samples_split-10_min_samples_leaf-1_max_features-0.32188104371872817_bootstrap-False_rank-048.joblib
SG_1D+MeanCentering,49,0.638888888888889,lasso,412,450,15,10,1,0.30687864842479823,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-450_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.30687864842479823_bootstrap-False_rank-049.joblib
SG_1D+MeanCentering,50,0.638888888888889,lasso,412,350,15,10,1,0.2615540951228795,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,rf_SG_1D+MeanCentering_n_estimators-350_max_depth-15_min_samples_split-10_min_samples_leaf-1_max_features-0.2615540951228795_bootstrap-False_rank-050.joblib
